index,logodds_difference,correct,total_logprob
0,-0.20592691004276276,0,1.4954009652137756
1,-0.18351337313652039,0,1.4983832240104675
2,-0.20366522669792175,0,1.4971632361412048
3,-0.20979401469230652,0,1.5029793977737427
4,-0.19094625115394592,0,1.496125340461731
5,-0.21679839491844177,0,1.496611475944519
6,-0.1670609414577484,0,1.4874898195266724
7,-0.16941618919372559,0,1.488284945487976
8,-0.18225523829460144,0,1.4927425980567932
9,-0.21723240613937378,0,1.5016881823539734
10,-0.23134881258010864,0,1.5030208230018616
11,-0.21734438836574554,0,1.5034244656562805
12,-0.20310309529304504,0,1.4983762502670288
13,-0.20489725470542908,0,1.4987902641296387
14,0.10854226350784302,1,1.4307418465614319
15,0.20692956447601318,1,1.4339342713356018
16,0.006511270999908447,1,1.4208296537399292
17,0.11750286817550659,1,1.4300310015678406
18,0.07555019855499268,1,1.421163022518158
19,0.04639512300491333,1,1.425033450126648
20,0.09820085763931274,1,1.4265251755714417
21,0.04263418912887573,1,1.4209323525428772
22,0.10317027568817139,1,1.4265822172164917
23,0.10771739482879639,1,1.426863431930542
24,0.027802348136901855,1,1.4238511323928833
25,0.07480549812316895,0,1.4273548126220703
26,0.09029155969619751,1,1.426074206829071
27,0.10348725318908691,1,1.4265427589416504
28,0.13914692401885986,1,1.430772840976715
29,0.19679439067840576,1,1.4325236678123474
30,0.09367984533309937,1,1.4254117608070374
31,0.19341444969177246,1,1.4334888458251953
32,0.04375690221786499,1,1.4231894612312317
33,0.17219722270965576,1,1.4359744191169739
34,-0.06740404665470123,0,1.5687406659126282
35,-0.06448710709810257,0,1.5684303045272827
36,-0.06612320244312286,0,1.5694031119346619
37,-0.0746687650680542,0,1.5674688816070557
38,-0.06308937817811966,0,1.5675830245018005
39,-0.06999470293521881,0,1.5676532983779907
40,-0.06592550873756409,0,1.568350911140442
41,-0.06411568820476532,0,1.5684740543365479
42,-0.062248390167951584,0,1.5684264302253723
43,-0.08198842406272888,0,1.5676841735839844
44,-0.06104735657572746,0,1.5690019130706787
45,-0.06586653739213943,0,1.569251835346222
46,-0.06386721134185791,0,1.5676409006118774
47,-0.06120389699935913,0,1.569361388683319
48,-0.06647275388240814,0,1.5691224336624146
49,-0.08000479638576508,0,1.5667542219161987
50,-0.06817254424095154,0,1.5669767260551453
51,-0.07610952854156494,0,1.5676824450492859
52,-0.06636015325784683,0,1.5686551928520203
53,-0.06436392664909363,0,1.568369209766388
54,-0.0024475548416376114,0,1.6003956198692322
55,-0.004960830323398113,0,1.60084468126297
56,-0.002262548543512821,0,1.6006672382354736
57,-0.0051663462072610855,0,1.6007291078567505
58,-0.003940198570489883,0,1.6002383828163147
59,-0.006241394206881523,0,1.6002860069274902
60,-0.0030192798003554344,0,1.6007555723190308
61,-0.005360893905162811,0,1.600921869277954
62,-0.0017025982961058617,0,1.6009319424629211
63,-0.005664867348968983,0,1.6007636189460754
64,-0.004503731615841389,0,1.6004611253738403
