index,logodds_difference,correct,total_logprob
0,-0.007243918254971504,0,0.6663644909858704
1,0.17861256003379822,1,0.4549689143896103
2,0.4177621603012085,1,0.06842460669577122
3,0.8513758182525635,1,0.03584999404847622
4,0.5736260414123535,1,0.019328849390149117
5,0.05350249260663986,1,0.5842429995536804
6,0.41535958647727966,1,0.4229006767272949
7,0.37747228145599365,1,0.09543049708008766
8,-0.004258789122104645,0,0.6634847521781921
9,0.15552537143230438,1,0.5542820692062378
10,0.0009520314633846283,0,0.6672003269195557
11,0.7921156883239746,1,0.031098991632461548
12,-0.006975516676902771,0,0.6628797352313995
13,0.6050868034362793,1,0.013583319261670113
14,-0.004036812111735344,1,0.6853910386562347
15,0.20169906318187714,1,0.5276172161102295
16,0.3006584644317627,1,0.10473470762372017
17,0.7282850742340088,1,0.1631866917014122
18,0.37271010875701904,1,0.10619540512561798
19,0.006786346435546875,1,0.642758309841156
20,0.5737366676330566,1,0.4321869909763336
21,-0.06495165824890137,1,0.374579519033432
22,0.0020011677406728268,1,0.6835668087005615
23,0.04460839927196503,1,0.6185601949691772
24,0.0023696082644164562,1,0.6852774024009705
25,0.8173995018005371,1,0.13476819545030594
26,-0.003878558985888958,1,0.6810848414897919
27,0.4658064842224121,1,0.061596691608428955
28,-0.005880373530089855,1,0.6873557567596436
29,0.061318039894104004,1,0.4983060210943222
30,-0.019671201705932617,1,0.1015944853425026
31,0.491316556930542,1,0.07856891490519047
32,0.7477816343307495,1,0.0989115945994854
33,-0.0039718300104141235,1,0.6348698139190674
34,0.2874998450279236,1,0.4385335296392441
35,0.34850776195526123,1,0.12069127336144447
36,-0.007323491387069225,1,0.6843281686306
37,0.06188051402568817,1,0.6048313975334167
38,-0.0021371818147599697,1,0.687185138463974
39,0.6555075645446777,1,0.08904449455440044
40,-0.01125701330602169,1,0.6838952600955963
41,0.4103994369506836,1,0.05483335815370083
42,-0.0035817064344882965,0,0.6597985327243805
43,0.17207923531532288,1,0.45684757828712463
44,0.24845671653747559,1,0.07101772725582123
45,0.05399882793426514,1,0.1064998023211956
46,-0.01841259002685547,1,0.026852136477828026
47,-0.0067035481333732605,1,0.6019922494888306
48,0.8174213171005249,1,0.33532849699258804
49,-0.07568025588989258,1,0.16012025624513626
50,0.04840321093797684,0,0.6410029828548431
51,0.13430935144424438,1,0.5552384257316589
52,0.07199180871248245,0,0.642243355512619
53,0.05884194374084473,1,0.056758174672722816
54,0.05721527338027954,0,0.6366235911846161
55,-0.11686694622039795,1,0.08235899731516838
56,0.08051228523254395,0,0.4279930144548416
57,0.4610835909843445,0,0.21452759206295013
58,0.48338377475738525,1,-0.39583802223205566
59,0.6903853416442871,1,-0.3726136088371277
60,0.8428186178207397,1,-0.43861979246139526
61,0.2693406045436859,0,0.30190904438495636
62,0.6775805354118347,0,-0.10109658539295197
63,0.03700441122055054,1,-0.22785356640815735
64,0.6193783283233643,0,0.3629533052444458
65,0.19891899824142456,0,0.3891703635454178
66,0.608450710773468,0,0.37238186597824097
67,0.5962543487548828,1,-0.41313037276268005
68,0.632900595664978,0,0.33718449622392654
69,0.5652546882629395,1,-0.30298007279634476
70,-0.12987539172172546,0,0.47377750277519226
71,-0.0550980269908905,0,0.16828560829162598
72,-0.3503701686859131,1,-0.36538809537887573
73,0.3748040199279785,1,-0.2081211656332016
74,0.5860722064971924,1,-0.4043375104665756
75,-0.03531491756439209,0,0.3639568090438843
76,0.28601619601249695,0,0.14256225526332855
77,-0.27692949771881104,1,-0.24449363350868225
