index,logodds_difference,correct,total_logprob
0,0.8498103618621826,1,0.15479478240013123
1,0.09040641784667969,1,-2.3079310059547424
2,0.8370449542999268,1,0.05128966271877289
3,0.1744222640991211,1,-2.3837136030197144
4,1.1800158023834229,1,0.15980264544487
5,0.10509061813354492,1,-2.283467173576355
6,0.9419845342636108,1,0.16815802454948425
7,0.2094709873199463,1,-2.326955199241638
8,1.0874377489089966,1,0.1528418380767107
9,0.08517956733703613,1,-2.2910961508750916
10,0.4795658588409424,1,0.21865439414978027
11,0.14793682098388672,1,-2.3598179817199707
12,0.7154754400253296,1,0.27324605733156204
13,0.11405825614929199,1,-2.3467626571655273
14,1.015073299407959,1,0.25635629147291183
15,0.2187201976776123,1,-2.3611541986465454
16,0.9508575201034546,1,0.10768310911953449
17,0.046320199966430664,1,-2.3305553197860718
18,1.0194084644317627,1,0.09472906962037086
19,0.12729096412658691,1,-2.395404100418091
20,0.6785988807678223,1,0.07153689488768578
21,0.15692543983459473,1,-2.293491244316101
22,0.5258170366287231,1,0.3144947588443756
23,0.1184682846069336,1,-2.290806293487549
24,0.8290685415267944,1,0.09836878255009651
25,0.09129214286804199,1,-2.3549439907073975
26,1.272484302520752,1,0.10109445825219154
27,0.0597834587097168,1,-2.3230908513069153
28,0.8241814374923706,1,0.08061572723090649
29,0.10309386253356934,1,-2.3178340196609497
30,0.5778955221176147,1,0.16764593496918678
31,0.0733635425567627,1,-2.3089640736579895
32,0.48172205686569214,1,0.31770338863134384
33,0.11302447319030762,1,-2.3708510398864746
34,1.1666839122772217,1,0.09561450220644474
35,0.07451844215393066,1,-2.3055096864700317
36,0.8357417583465576,1,0.10622099973261356
37,0.10299801826477051,1,-2.3661129474639893
38,0.8464994430541992,1,0.07174993306398392
39,0.07522749900817871,1,-2.2691075801849365
40,0.25868523120880127,1,0.14587903767824173
41,1.2931289672851562,0,-2.201765537261963
42,0.6234351992607117,1,0.2912275344133377
43,1.205942153930664,0,-2.2141337394714355
44,0.31345289945602417,1,0.23147903382778168
45,1.1593551635742188,0,-2.2147815227508545
46,0.3855067491531372,1,0.06899579614400864
47,1.2765872478485107,0,-2.219576120376587
48,0.16899722814559937,1,0.2672862559556961
49,1.3402490615844727,0,-2.1943137645721436
50,0.2524682283401489,1,0.0470467209815979
51,1.245584487915039,0,-2.2686919569969177
52,0.1706603765487671,1,0.37446171045303345
53,1.3239190578460693,0,-2.2424060702323914
54,0.46980786323547363,1,0.06514910608530045
55,1.3633921146392822,0,-2.2327322363853455
56,0.7534381151199341,1,-0.23352893441915512
57,0.7933268547058105,0,-2.2704817056655884
58,0.16071712970733643,1,-0.1887192502617836
59,0.8523225784301758,1,-2.273262619972229
60,0.9022274017333984,1,-0.20429165661334991
61,0.7742924690246582,1,-2.304760217666626
62,1.5297256708145142,1,-0.19099880009889603
63,0.7995779514312744,1,-2.317488670349121
64,2.070150136947632,1,-0.17512235045433044
65,0.8063225746154785,1,-2.3414883613586426
66,0.4170273542404175,1,0.36776721477508545
67,0.8121263980865479,1,-2.38881254196167
68,0.7542503476142883,1,0.28667329996824265
69,0.8344440460205078,1,-2.413383364677429
70,0.466736763715744,1,0.37355487048625946
71,0.8435022830963135,1,-2.4193283319473267
72,0.47182631492614746,1,0.4291827529668808
73,0.8712821006774902,1,-2.390159845352173
74,0.6949701309204102,1,0.3320701867341995
75,0.8968613147735596,1,-2.3782297372817993
76,0.39281147718429565,1,0.23690244555473328
77,0.9205646514892578,1,-2.4025702476501465
78,0.49490347504615784,1,0.2865598499774933
79,0.8802289962768555,1,-2.4012436866760254
80,-0.35557126998901367,1,0.3325248435139656
81,0.33233463764190674,1,-1.9813072681427002
82,-0.07417011260986328,1,0.35980162024497986
83,0.6052486896514893,1,-2.1703107953071594
84,1.3144340515136719,1,-0.3436877280473709
85,0.4507627487182617,1,-2.0451475381851196
86,0.20949268341064453,1,-0.506113663315773
87,0.4922945499420166,1,-2.0513450503349304
88,1.0734330415725708,1,-0.40941207110881805
89,0.45867323875427246,1,-2.0621522665023804
90,1.1983764171600342,1,-0.31052976846694946
91,0.2683013677597046,1,-2.070591688156128
92,-0.20804792642593384,1,0.38907530903816223
93,0.560725212097168,1,-2.1578370928764343
94,-0.10262376070022583,1,0.4831465780735016
95,0.24978899955749512,1,-2.091467559337616
96,-0.13525383174419403,1,0.4344033747911453
97,0.39523792266845703,1,-2.081225335597992
98,-0.06876730918884277,0,0.5211470127105713
99,0.2388319969177246,1,-2.1061811447143555
100,0.6973466873168945,1,-0.2902985215187073
101,0.3504784107208252,1,-2.0390471816062927
102,-0.7677664160728455,1,0.23509296774864197
103,0.5596635341644287,1,-2.128986954689026
104,0.2873847484588623,1,-0.3743888884782791
105,0.3911771774291992,1,-2.0528833866119385
106,0.8081903457641602,1,-0.36765260994434357
107,0.32222867012023926,1,-2.045146644115448
108,-0.06979893147945404,0,0.4870932549238205
109,0.3651132583618164,1,-2.2150187492370605
110,-0.11103831231594086,1,0.4214903265237808
111,0.4688291549682617,1,-2.207005023956299
112,0.5223708152770996,1,-0.3752586245536804
113,0.3552420139312744,1,-2.1145272850990295
114,-0.2782660722732544,1,0.391384020447731
115,0.3372833728790283,1,-2.2046027779579163
116,0.7925903797149658,1,-0.403302326798439
117,0.3382301330566406,1,-2.087328612804413
118,2.4898183345794678,1,-0.35871466994285583
119,0.2970092296600342,1,-2.0334339141845703
120,0.9050407409667969,1,-0.5976775586605072
121,-0.062035560607910156,1,-2.409435987472534
122,0.9170778393745422,1,-0.4286039173603058
123,0.0029153823852539062,1,-2.3828359842300415
124,1.5699424743652344,1,-0.6058501601219177
125,-0.1238241195678711,1,-2.3745227456092834
126,1.546341896057129,0,-0.4891315698623657
127,0.030658721923828125,1,-2.3700563311576843
128,1.7223759889602661,0,-0.44302964210510254
129,-0.15838217735290527,1,-2.360434651374817
130,1.3975163698196411,1,-0.4776611328125
131,-0.07019877433776855,1,-2.389872670173645
132,1.115377426147461,1,-0.7158530950546265
133,-0.0946345329284668,1,-2.392823576927185
134,1.285506010055542,1,-0.5937379002571106
135,-0.0812234878540039,1,-2.3663353323936462
136,1.0735608339309692,1,-0.7616932094097137
137,-0.1556997299194336,1,-2.3657138347625732
138,0.5324345231056213,1,-0.7194552719593048
139,-0.09926342964172363,1,-2.376597285270691
140,-0.23101991415023804,1,-0.639670118689537
141,-0.09586691856384277,1,-2.318950355052948
142,0.042471885681152344,1,-0.7750976383686066
143,-0.23249220848083496,1,-2.31684410572052
144,0.3192339539527893,1,-0.7653367519378662
145,-0.0854482650756836,1,-2.337200343608856
146,0.7700490355491638,1,-0.7109674513339996
147,-0.16971778869628906,1,-2.3364893794059753
148,0.6988009810447693,1,-0.6449165940284729
149,-0.09688591957092285,1,-2.325403928756714
150,0.26996910572052,1,-0.6333275139331818
151,-0.11290574073791504,1,-2.324212610721588
152,0.8113076686859131,1,-0.6421872675418854
153,-0.06648445129394531,1,-2.369594097137451
154,0.2774447202682495,1,-0.7469255924224854
155,-0.07867217063903809,1,-2.3484444618225098
