index,logodds_difference,correct,total_logprob
0,-0.0009904291946440935,1,0.6922215521335602
1,0.0014470069436356425,0,0.6901790201663971
2,0.0002463760320097208,0,0.6904186308383942
3,-0.0012233495945110917,1,0.6921985745429993
4,-0.006325045134872198,1,0.6830139458179474
5,0.001212131348438561,1,0.6904301345348358
6,0.0003504019696265459,0,0.6897851526737213
7,-0.006599034648388624,1,0.6825716197490692
8,0.00171371060423553,0,0.6900995969772339
9,0.0012983772903680801,0,0.6900218427181244
10,-0.004356993827968836,1,0.6910910308361053
11,0.0010832513216882944,0,0.689450591802597
12,0.0011219012085348368,0,0.6900486350059509
13,0.0004528320860117674,1,0.6891871988773346
14,-0.012984062545001507,1,0.6710837185382843
15,0.0011539077386260033,0,0.6900696158409119
16,0.0007660703267902136,1,0.688910573720932
17,0.00036734773311764,0,0.6906565725803375
18,0.0007955213077366352,0,0.6890833079814911
19,-0.005933927372097969,1,0.682573527097702
20,8.313730359077454e-05,0,0.6905049681663513
21,-0.012686183676123619,1,0.6720039546489716
22,-0.006043344736099243,1,0.6840298175811768
23,0.0011547980830073357,0,0.689245879650116
24,-0.00026864383835345507,0,0.6904492676258087
25,0.0011150644859299064,0,0.6902623772621155
26,6.178673356771469e-05,0,0.6903571486473083
27,0.0014008136931806803,0,0.6900897920131683
28,0.0006752961780875921,0,0.6893872618675232
29,-0.004612166900187731,1,0.6837826669216156
30,0.0013019045582041144,0,0.6903236508369446
31,0.00021169637329876423,1,0.6892181038856506
32,-0.011785473674535751,1,0.6718110740184784
33,0.00022131821606308222,1,0.689115583896637
34,-0.020219530910253525,1,0.6688892543315887
35,-2.079620026051998e-05,0,0.6901614665985107
36,0.002068270929157734,0,0.6897990107536316
37,5.312508437782526e-05,0,0.6908100545406342
38,-0.013039018958806992,1,0.6724959909915924
39,-0.004523674491792917,1,0.6909692585468292
40,-0.006156271323561668,0,0.6721073985099792
41,-6.313761696219444e-05,1,0.6891764402389526
42,-0.0038667311891913414,0,0.6833274066448212
43,-0.0012256746413186193,1,0.6921901404857635
44,7.254572119563818e-05,0,0.6906145513057709
45,-0.005794597323983908,1,0.683646559715271
46,0.001211774768307805,0,0.6893742978572845
47,0.0007880642078816891,1,0.6890087127685547
48,0.00026987167075276375,1,0.6894817054271698
49,0.0016871597617864609,0,0.6899465918540955
50,1.880689524114132e-06,1,0.6891108453273773
51,-0.004532802850008011,1,0.6909197866916656
52,0.001249432098120451,0,0.6901732385158539
53,-0.00851451139897108,1,0.6720890402793884
54,-0.00881525781005621,1,0.6728147566318512
55,0.0007576476782560349,0,0.6889757812023163
56,-1.0613934136927128e-05,0,0.6903486847877502
57,-0.004468075465410948,0,0.6831313073635101
58,-0.0044568125158548355,1,0.6911334693431854
59,0.001833282527513802,0,0.6899911165237427
60,0.0009812316857278347,1,0.6892097890377045
61,-0.0010127343703061342,1,0.6922269463539124
62,-0.0009471846278756857,1,0.6923002898693085
63,-0.0008643159526400268,1,0.6923117339611053
64,-0.01024053618311882,1,0.671956479549408
65,0.0014166447799652815,0,0.6902233064174652
66,0.0014399995561689138,0,0.6899930536746979
67,-0.0008163733873516321,1,0.692282497882843
68,0.0011709991376847029,0,0.6902182102203369
69,-2.4055829271674156e-05,0,0.6905863881111145
70,0.0010249792831018567,1,0.6892097294330597
71,0.0009796291124075651,0,0.689283549785614
72,0.0013130528386682272,0,0.6898813843727112
73,-0.005060730967670679,1,0.690692275762558
74,0.0007128899451345205,0,0.6892651915550232
75,0.0015650580171495676,0,0.690005362033844
76,0.0006161489291116595,1,0.6890363395214081
77,-0.0012424997985363007,1,0.6921655833721161
78,-0.005057540722191334,1,0.6909318566322327
79,-0.0003992542624473572,1,0.6890914440155029
80,0.001097479835152626,1,0.6895617544651031
81,-0.004556733183562756,1,0.6909550130367279
82,-0.006181827746331692,0,0.682050883769989
83,-0.012250799685716629,1,0.6708940267562866
84,0.0012023189337924123,1,0.689188539981842
85,-0.0009199026972055435,1,0.6922569870948792
86,0.000290911179035902,0,0.6892639398574829
87,-0.013320370577275753,1,0.6707547307014465
88,0.0010285073658451438,0,0.6900877058506012
